,DefaultProperty,Descriptor,Designation,DisciplineDescriptor,DisciplineId,FunctionName,HasChild,Location,ManagedType,Name,SubDisciplineDescriptor,SubDisciplineId,SubTypeDescriptor,SubTypeId,SystemId,TypeDescriptor,TypeId,ViewId,_links,Building,Area,Type,PointGroup,Equip,SubEquip1,SubEquip2,PointType
Project:GmsDevice_1_33_8388707,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'P'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'P'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,P,SenSel,,,HuAbsCtl
Project:GmsDevice_1_33_8388864,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO1'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'FO1'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,FO1,SenSel,,,HuAbsCtl
Project:GmsDevice_1_33_8388947,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO2'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'FO2'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,FO2,SenSel,,,HuAbsCtl
Project:GmsDevice_1_33_8389056,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'O'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,O,SenSel,,,HuAbsCtl
Project:GmsDevice_1_34_8388624,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'FO3'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'FO3'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,FO3,SenSel,,,HuAbsCtl
Project:GmsDevice_1_34_8388707,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'FS'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'FS'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,FS,SenSel,,,HuAbsCtl
Project:GmsDevice_1_34_8388855,Present_Value,Absolute humidity for control,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'HSS'SenSel'HuAbsCtl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity for control,80,B10'Area3for2'R'HSS'SenSel'HuAbsCtl,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,HSS,SenSel,,,HuAbsCtl
Project:GmsDevice_1_2098247_287,Present_Value,Room air abs_humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'FCU'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Room air abs_humidity,80,B10'Area3for2'A'Ahu1'FCU'HuAbsR,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu1,FCU,,,HuAbsR
Project:GmsDevice_1_31_8388614,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_5'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_5'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_5,,,HuAbsR
Project:GmsDevice_1_31_8388616,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_4'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_4'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_4,,,HuAbsR
Project:GmsDevice_1_31_8388624,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_7'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_7'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_7,,,HuAbsR
Project:GmsDevice_1_31_8388626,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_6'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_6'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_6,,,HuAbsR
Project:GmsDevice_1_31_8388645,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_W'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_W'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_W,,,HuAbsR
Project:GmsDevice_1_31_8388649,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_2'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_2'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_2,,,HuAbsR
Project:GmsDevice_1_31_8388651,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_1'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_1'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_1,,,HuAbsR
Project:GmsDevice_1_31_8388655,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'AbsHuRTDew_3'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'BR'AbsHuRTDew_3'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,AbsHuRTDew_3,,,HuAbsR
Project:GmsDevice_1_33_8388887,Present_Value,Absolute humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO1'AbsHuRTDew_1'HuAbsR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Absolute humidity,80,B10'Area3for2'R'FO1'AbsHuRTDew_1'HuAbsR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,FO1,AbsHuRTDew_1,,,HuAbsR
Project:GmsDevice_1_2098247_269,Present_Value,Humidity after cooling coil,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'HuAfCcl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity after cooling coil,80,B10'Area3for2'A'Ahu1'DOAS'HuAfCcl,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu1,DOAS,,,HuAfCcl
Project:GmsDevice_1_2098247_334,Present_Value,Humidity after cooling coil,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'FCU'HuAfCcl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity after cooling coil,80,B10'Area3for2'A'Ahu2'FCU'HuAfCcl,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu2,FCU,,,HuAfCcl
Project:GmsDevice_1_2098248_150,Present_Value,Humidity after cooling coil,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'HuAfCcl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Humidity after cooling coil,80,B10'Area3for2'A'Ahu3'DOAS'HuAfCcl,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu3,DOAS,,,HuAfCcl
Project:GmsDevice_1_2098247_335,Present_Value,Humidity after HP-E,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'FCU'HuAfHPE,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity after HP-E,80,B10'Area3for2'A'Ahu2'FCU'HuAfHPE,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu2,FCU,,,HuAfHPE
Project:GmsDevice_1_2098247_270,Present_Value,Humidity before cooling coil,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'HuBfCcl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity before cooling coil,80,B10'Area3for2'A'Ahu1'DOAS'HuBfCcl,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu1,DOAS,,,HuBfCcl
Project:GmsDevice_1_2098248_151,Present_Value,Humidity before cooling coil,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'HuBfCcl,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Humidity before cooling coil,80,B10'Area3for2'A'Ahu3'DOAS'HuBfCcl,Unassigned,0,Unassigned,0,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu3,DOAS,,,HuBfCcl
Project:GmsDevice_1_2098247_50331730,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity controller,80,B10'Area3for2'A'Ahu1'DOAS'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu1,DOAS,Ccl,,HuCtr
Project:GmsDevice_1_2098247_50331734,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'FCU'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity controller,80,B10'Area3for2'A'Ahu1'FCU'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu1,FCU,Ccl,,HuCtr
Project:GmsDevice_1_2098247_50331737,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity controller,80,B10'Area3for2'A'Ahu2'DOAS'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu2,DOAS,Ccl,,HuCtr
Project:GmsDevice_1_2098247_50331746,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'FCU'FanRc'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Humidity controller,80,B10'Area3for2'A'Ahu1'FCU'FanRc'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu1,FCU,FanRc,,HuCtr
Project:GmsDevice_1_2098248_50331663,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Humidity controller,80,B10'Area3for2'A'Ahu3'DOAS'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu3,DOAS,Ccl,,HuCtr
Project:GmsDevice_1_2098248_50331667,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'FCU'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Humidity controller,80,B10'Area3for2'A'Ahu3'FCU'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu3,FCU,Ccl,,HuCtr
Project:GmsDevice_1_2098248_50331670,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Humidity controller,80,B10'Area3for2'A'Ahu4'DOAS'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu4,DOAS,Ccl,,HuCtr
Project:GmsDevice_1_2098248_50331674,Present_Value,Humidity controller,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'FCU'Ccl'HuCtr,Building Automation,50,FnctController,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Humidity controller,80,B10'Area3for2'A'Ahu4'FCU'Ccl'HuCtr,Unassigned,0,Controller,3501,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu4,FCU,Ccl,,HuCtr
Project:GmsDevice_1_2098247_271,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Extract air humidity,80,B10'Area3for2'A'Ahu1'DOAS'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu1,DOAS,,,HuEx
Project:GmsDevice_1_2098247_290,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'FCU'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Extract air humidity,80,B10'Area3for2'A'Ahu1'FCU'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu1,FCU,,,HuEx
Project:GmsDevice_1_2098247_319,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'FCU'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Extract air humidity,80,B10'Area3for2'A'Ahu2'FCU'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu2,FCU,,,HuEx
Project:GmsDevice_1_2098247_338,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Extract air humidity,80,B10'Area3for2'A'Ahu2'DOAS'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu2,DOAS,,,HuEx
Project:GmsDevice_1_2098248_129,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'FCU'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Extract air humidity,80,B10'Area3for2'A'Ahu4'FCU'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu4,FCU,,,HuEx
Project:GmsDevice_1_2098248_156,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Extract air humidity,80,B10'Area3for2'A'Ahu4'DOAS'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu4,DOAS,,,HuEx
Project:GmsDevice_1_2098248_95,Present_Value,Extract air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'FCU'HuEx,Building Automation,50,SensorAirHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Extract air humidity,80,B10'Area3for2'A'Ahu3'FCU'HuEx,Air Handling,51,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu3,FCU,,,HuEx
Project:GmsDevice_1_2098247_272,Present_Value,Outside air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'HuOa,Building Automation,50,SensorOutsideHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Outside air humidity,80,B10'Area3for2'A'Ahu1'DOAS'HuOa,Unassigned,0,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu1,DOAS,,,HuOa
Project:GmsDevice_1_2098248_84,Present_Value,Outside air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'HuOa,Building Automation,50,SensorOutsideHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Outside air humidity,80,B10'Area3for2'A'Ahu3'DOAS'HuOa,Unassigned,0,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,A,Ahu3,DOAS,,,HuOa
Project:GmsDevice_1_31_18,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_5'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_5'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_5,,,HuRelR
Project:GmsDevice_1_31_21,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_7'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_7'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_7,,,HuRelR
Project:GmsDevice_1_31_24,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_6'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_6'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_6,,,HuRelR
Project:GmsDevice_1_31_34,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_1'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_1'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_1,,,HuRelR
Project:GmsDevice_1_31_37,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_2'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_2'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_2,,,HuRelR
Project:GmsDevice_1_31_40,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_3'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_3'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_3,,,HuRelR
Project:GmsDevice_1_31_43,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Sen_4'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'BR'Sen_4'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,BR,Sen_4,,,HuRelR
Project:GmsDevice_1_32_0,Present_Value,Room relative humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HS'Sen_3'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Room relative humidity,80,B10'Area3for2'R'HS'Sen_3'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HS,Sen_3,,,HuRelR
Project:GmsDevice_1_32_100,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO1'Sen_1'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'HRO1'Sen_1'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HRO1,Sen_1,,,HuRelR
Project:GmsDevice_1_32_103,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO2'Sen_1'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'HRO2'Sen_1'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HRO2,Sen_1,,,HuRelR
Project:GmsDevice_1_32_106,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HS'Sen_2'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'HS'Sen_2'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HS,Sen_2,,,HuRelR
Project:GmsDevice_1_32_109,Present_Value,Relative humidity for room,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HS'Sen_1'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Relative humidity for room,80,B10'Area3for2'R'HS'Sen_1'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HS,Sen_1,,,HuRelR
Project:GmsDevice_1_32_15,Present_Value,Room relative humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO1'Sen_2'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Room relative humidity,80,B10'Area3for2'R'HRO1'Sen_2'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HRO1,Sen_2,,,HuRelR
Project:GmsDevice_1_32_40,Present_Value,Room relative humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO2'Sen_2'HuRelR,Building Automation,50,SensorRoomHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Room relative humidity,80,B10'Area3for2'R'HRO2'Sen_2'HuRelR,Room Control,56,Humidity,6706,1,Sensor,6700,9,[],B10,Area3for2,R,HRO2,Sen_2,,,HuRelR
